UMTS,636,1,1010,76038,0,38.773288,8.995491,1000,49,1,1244999863,1244999863,0
UMTS,636,1,1010,76037,0,38.771439,8.998701,1000,13,1,1244999786,1244999786,0
UMTS,636,1,1010,76039,0,38.770477,9.000137,1000,10,1,1244999863,1244999863,0
GSM,636,1,40003,43123,0,38.768334,9.003505,1000,23,1,1244999787,1244999787,0
GSM,636,1,10010,11572,0,38.767371,9.005045,1000,53,1,1244999805,1244999805,0
GSM,636,1,40003,43122,0,38.767685,8.999313,1000,15,1,1244999827,1244999827,0
GSM,636,1,40008,45281,0,38.767318725586,8.9971160888672,1000,5,1,1244999788,1244999788,0
GSM,636,1,40008,45091,0,38.767318725586,8.9957427978516,1000,4,1,1244999788,1244999788,0
UMTS,636,1,1010,75997,0,38.76622,8.994095,1000,5,1,1244999788,1244999788,0
UMTS,636,1,1010,75999,0,38.765498,8.99009,1000,43,1,1244999790,1244999790,0
UMTS,636,1,1010,75918,0,38.763591,8.987503,1000,7,1,1244999790,1244999790,0
UMTS,636,1,1010,75919,0,38.759842,8.985367,1000,36,1,1244999791,1244999791,0
UMTS,636,1,1010,75807,0,38.760452,8.981029,1000,14,1,1244999792,1244999792,0
UMTS,636,1,1010,75808,0,38.760452,8.977979,1000,77,1,1244999794,1244999794,0
UMTS,636,1,1010,75828,0,38.761825561523,8.9778900146484,1000,3,1,1244999793,1244999793,0
GSM,636,1,10010,11322,0,38.766632,9.007416,1000,2,1,1244999806,1244999806,0
GSM,636,1,10014,10032,0,38.785171508789,8.9902496337891,1000,1,1,1244999798,1244999798,0
GSM,636,1,40007,45133,0,38.769379,9.002609,1000,6,1,1244999804,1244999804,0
GSM,636,1,10010,11571,0,38.768692016602,9.0039825439453,1000,8,1,1244999804,1244999804,0
GSM,636,1,40007,45372,0,38.762169,9.011021,1000,8,1,1244999806,1244999806,0
GSM,636,1,40002,41012,0,38.758392,9.012222,1000,4,1,1244999806,1244999806,0
GSM,636,1,40002,41011,0,38.752741,9.012222,1000,13,1,1244999806,1244999806,0
GSM,636,1,40002,41192,0,38.749465942383,9.0122222900391,1000,9,1,1244999807,1244999807,0
GSM,636,1,40002,41282,0,38.749466,9.013138,1000,3,1,1244999807,1244999807,0
GSM,636,1,40002,41191,0,38.747635,9.014511,1000,6,1,1245019607,1375768542,0
GSM,636,1,40002,41281,0,38.746262,9.015656,1000,12,1,1245019607,1363500972,0
GSM,636,1,40002,41053,0,38.746719,9.018326,1000,9,1,1244999808,1244999808,0
UMTS,636,1,1010,76327,0,38.748092651367,9.0218353271484,1000,8,1,1244999808,1244999808,0
UMTS,636,1,1010,76459,0,38.745608,9.025301,1000,21,1,1244999809,1244999809,0
UMTS,636,1,1010,76468,0,38.744347,9.027391,1000,22,1,1244999809,1244999809,0
UMTS,636,1,1010,76458,0,38.746262,9.024582,1000,3,1,1244999808,1244999808,0
UMTS,636,1,1010,76457,0,38.742599,9.029388,1000,4,1,1244999810,1244999810,0
UMTS,636,1,1010,76467,0,38.741796,9.030444,1000,41,1,1244999872,1244999872,0
GSM,636,1,10010,11303,0,38.739852905273,9.0300750732422,1000,3,1,1244999811,1244999811,0
GSM,636,1,10010,11123,0,38.739853,9.03035,1000,10,1,1244999811,1244999811,0
GSM,636,1,10012,11091,0,38.738479614258,9.0300750732422,1000,2,1,1244999811,1244999811,0
GSM,636,1,40001,41183,0,38.738479614258,9.0300750732422,1000,1,1,1244999811,1244999811,0
UMTS,636,1,1010,76577,0,38.737106,9.030991,1000,6,1,1244999812,1244999812,0
GSM,636,1,40001,41221,0,38.734179,9.029099,1000,38,1,1244999813,1244999813,0
GSM,636,1,40001,41152,0,38.735046,9.029388,1000,2,1,1244999813,1244999813,0
GSM,636,1,40001,41222,0,38.732986,9.026299,1000,16,1,1244999814,1244999814,0
GSM,636,1,40001,41313,0,38.732986,9.02246,1000,11,1,1244999814,1244999814,0
GSM,636,1,40002,41541,0,38.732986,9.020645,1000,15,1,1244999814,1244999814,0
GSM,636,1,10010,11203,0,38.73399,9.019089,1000,26,1,1244999817,1244999817,0
GSM,636,1,40002,41542,0,38.734556,9.01541,1000,28,1,1244999819,1244999819,0
GSM,636,1,10010,11363,0,38.735416,9.011958,1000,26,1,1244999821,1244999821,0
GSM,636,1,10010,11361,0,38.734359741211,9.0135955810547,1000,9,1,1244999819,1244999819,0
GSM,636,1,10010,11202,0,38.734359741211,9.0122222900391,1000,1,1,1244999819,1244999819,0
GSM,636,1,10010,10833,0,38.737106323242,9.0108489990234,1000,9,1,1244999821,1244999821,0
UMTS,636,1,1010,76198,0,38.739354,9.010849,1000,11,1,1244999822,1244999822,0
UMTS,636,1,1010,76197,0,38.744965,9.01034,1000,54,1,1244999823,1244999823,0
UMTS,636,1,1010,76298,0,38.746719360352,9.0108489990234,1000,9,1,1244999823,1244999823,0
UMTS,636,1,1010,76328,0,38.748587,9.010739,1000,25,1,1244999824,1244999824,0
UMTS,636,1,1010,76269,0,38.752721,9.011917,1000,27,1,1244999825,1244999825,0
UMTS,636,1,1010,76267,0,38.756332397461,9.0122222900391,1000,2,1,1244999825,1244999825,0
UMTS,636,1,1010,76268,0,38.758621,9.011459,1000,9,1,1244999825,1244999825,0
UMTS,636,1,1010,76217,0,38.763677,9.009177,1000,23,1,1244999826,1244999826,0
UMTS,636,1,1010,76279,0,38.767319,9.004944,1000,10,1,1244999826,1244999826,0
UMTS,636,1,1010,76509,0,38.767318725586,9.0039825439453,1000,1,1,1244999826,1244999826,0
GSM,636,1,40007,45263,0,38.768692,9.006533,1000,35,1,1244999859,1244999859,0
UMTS,636,1,1010,75938,0,38.786636,8.989914,1000,45,1,1244999864,1244999864,0
UMTS,636,1,1010,75897,0,38.791221,8.987928,1000,42,1,1244999865,1244999865,0
GSM,636,1,40008,45032,0,38.792313,8.99025,1000,5,1,1244999833,1244999833,0
GSM,636,1,40008,45033,0,38.792163,8.990125,1000,33,1,1244999834,1244999834,0
GSM,636,1,40008,45422,0,38.789566,8.994095,1000,5,1,1244999834,1244999834,0
GSM,636,1,40008,45431,0,38.786686,8.997996,1000,39,1,1244999838,1244999838,0
GSM,636,1,40008,45421,0,38.786544799805,8.9971160888672,1000,2,1,1244999834,1244999834,0
GSM,636,1,40007,45122,0,38.784485,8.999863,1000,4,1,1244999838,1244999838,0
UMTS,636,1,1010,76078,0,38.783798217773,8.9998626708984,1000,3,1,1244999835,1244999835,0
GSM,636,1,40008,45111,0,38.780257,9.004561,1000,19,1,1244999836,1244999836,0
GSM,636,1,40007,45211,0,38.777578,9.00576,1000,17,1,1244999837,1244999837,0
GSM,636,1,10015,11471,0,38.775558,9.009705,1000,6,1,1244999837,1244999837,0
GSM,636,1,40007,45262,0,38.77555847168,9.0108489990234,1000,6,1,1244999839,1244999839,0
GSM,636,1,40007,45342,0,38.772811889648,9.0122222900391,1000,1,1,1244999837,1244999837,0
GSM,636,1,40007,45261,0,38.770593,9.013912,1000,13,1,1244999859,1244999859,0
GSM,636,1,40007,45212,0,38.777206,9.005905,1000,10,1,1244999839,1244999839,0
GSM,636,1,40007,45443,0,38.775558,9.008887,1000,7,1,1244999839,1244999839,0
GSM,636,1,40007,45271,0,38.768967,9.010574,1000,15,1,1244999860,1244999860,0
GSM,636,1,40007,45161,0,38.770065307617,9.0149688720703,1000,4,1,1244999840,1244999840,0
UMTS,636,1,1010,76159,0,38.797335,8.997508,1000,7,1,1244999841,1244999841,0
UMTS,636,1,1010,76208,0,38.803738,9.009146,1027,25,1,1244999842,1244999842,0
UMTS,636,1,1010,76158,0,38.800277709961,9.0026092529297,1000,2,1,1244999841,1244999841,0
UMTS,636,1,1010,76157,0,38.804397583008,9.0122222900391,1000,5,1,1244999842,1244999842,0
UMTS,636,1,1010,76427,0,38.800247,9.021492,1000,44,1,1244999843,1244999843,0
UMTS,636,1,1010,76429,0,38.787428,9.028113,1000,14,1,1244999854,1244999854,0
UMTS,636,1,1010,76588,0,38.78067,9.033375,1042,144,1,1244999854,1244999854,0
UMTS,636,1,1010,76507,0,38.778243,9.036567,1000,44,1,1244999851,1244999851,0
GSM,636,1,40006,42033,0,38.785171508789,9.0232086181641,1000,5,1,1244999854,1244999854,0
GSM,636,1,40006,42431,0,38.784828,9.023209,1000,16,1,1244999855,1244999855,0
GSM,636,1,10015,11212,0,38.780136,9.023209,1000,18,1,1244999855,1244999855,0
GSM,636,1,40006,42011,0,38.77803,9.023209,1000,5,1,1244999856,1244999856,0
GSM,636,1,10015,11213,0,38.776432,9.023209,1000,22,1,1244999856,1244999856,0
GSM,636,1,10015,11271,0,38.771233,9.020187,1000,20,1,1244999858,1244999858,0
GSM,636,1,10015,11273,0,38.770065,9.017891,1000,47,1,1244999867,1244999867,0
GSM,636,1,40007,45162,0,38.76594543457,9.0108489990234,1000,7,1,1244999860,1244999860,0
GSM,636,1,10010,11323,0,38.76594543457,9.0108489990234,1000,4,1,1244999860,1244999860,0
UMTS,636,1,1010,77477,0,38.764814,9.009099,1000,51,1,1244999862,1244999862,0
UMTS,636,1,1010,77479,0,38.764184,9.006162,1000,46,1,1244999863,1244999863,0
GSM,636,1,40007,45153,0,38.77555847168,9.0108489990234,1000,3,1,1244999865,1244999865,0
GSM,636,1,10015,10423,0,38.774185,9.012847,1000,11,1,1244999866,1244999866,0
GSM,636,1,40007,45531,0,38.763615,9.022168,1000,33,1,1244999868,1244999868,0
GSM,636,1,40007,45203,0,38.761826,9.024639,1000,24,1,1244999869,1244999869,0
GSM,636,1,40006,42042,0,38.761825561523,9.0273284912109,1000,8,1,1244999870,1244999870,0
UMTS,636,1,1010,76449,0,38.761825561523,9.0287017822266,1000,2,1,1244999870,1244999870,0
UMTS,636,1,1010,76598,0,38.75853,9.02878,1000,35,1,1244999871,1244999871,0
UMTS,636,1,1010,76538,0,38.751559,9.03014,1000,21,1,1244999871,1244999871,0
UMTS,636,1,1010,76539,0,38.74908,9.033208,1000,32,1,1244999872,1244999872,0
UMTS,636,1,1010,76548,0,38.748621,9.03335,1000,13,1,1244999873,1244999873,0
UMTS,636,1,1010,76537,0,38.749394,9.035496,1000,19,1,1244999873,1244999873,0
UMTS,636,1,1010,76637,0,38.744078,9.043016,1199,26,1,1244999877,1244999877,0
UMTS,636,1,1010,76547,0,38.745346,9.042664,1000,12,1,1244999874,1244999874,0
UMTS,636,1,1010,76708,0,38.738968,9.048137,1000,59,1,1244999876,1244999876,0
UMTS,636,1,1010,76709,0,38.733435,9.048496,1000,104,1,1244999880,1244999880,0
UMTS,636,1,1301,7116241,0,39.770508,10.102615,1000,2,1,1444300346,1444300346,0
UMTS,636,1,1601,6982127,0,39.753342,9.844162,1000,5,1,1443519937,1443519937,0
UMTS,636,1,1601,6982128,0,39.74981,9.840709,1000,7,1,1443519895,1443519895,0
UMTS,636,1,1301,7117030,0,39.644852,10.314789,1000,2,1,1444189251,1444189251,0
UMTS,636,1,1601,6984848,0,39.78981,10.133591,1000,18,1,1444299597,1444299597,0
GSM,636,1,40009,47305,0,38.752212524414,8.9325714111328,1000,2,1,1302877404,1302877404,0
GSM,636,1,40009,47303,0,38.752212524414,8.9325714111328,1000,3,1,1302877728,1302877728,0
GSM,636,1,40009,47156,0,38.764572143555,8.9614105224609,1000,1,1,1302958534,1302958534,0
GSM,636,1,40007,45452,0,38.781051635742,9.0053558349609,1000,1,1,1303015623,1303015623,0
GSM,636,1,20012,32060,0,41.881942749023,9.5931243896484,1000,14,1,1303284802,1303284802,0
GSM,636,1,40002,41167,0,38.756332397461,9.0149688720703,1000,1,1,1312635928,1312635928,0
GSM,636,1,17014,10381,0,37.746964,10.331955,1000,2,1,1459707960,1461752726,0
UMTS,636,1,1601,6985477,0,38.724746704102,9.1152191162109,1000,1,1,1458706815,1458706815,0
UMTS,636,1,1105,6915536,0,38.827743530273,8.9916229248047,1000,1,1,1458956545,1458956545,0
UMTS,636,1,1030,32846028,0,38.72612,8.989334,1000,9,1,1361445456,1368080708,0
GSM,636,1,20011,22503,0,40.866394,9.085693,1000,2,1,1361613032,1361613032,0
GSM,636,1,20011,12092,0,40.867080688477,9.0863800048828,1000,2,1,1361613208,1361613208,0
GSM,636,1,20010,23728,0,41.013336,11.791077,1000,2,1,1361929713,1361929713,0
GSM,636,1,20010,33728,0,41.012192,11.793137,1000,3,1,1361949538,1388846025,0
GSM,636,1,40007,45613,0,38.81950378418,8.9998626708984,1000,2,1,1361932398,1361932398,0
GSM,636,1,20010,13083,0,41.046523,11.736377,6716,3,1,1361983078,1367656213,0
GSM,636,1,20010,13217,0,41.079940795898,11.738204956055,1000,4,1,1362485221,1362485221,0
UMTS,636,1,1030,32845692,0,38.732986450195,8.9559173583984,1000,1,1,1362971923,1362971923,0
UMTS,636,1,1030,32845702,0,38.732986450195,8.9559173583984,1000,1,1,1362971988,1362971988,0
GSM,636,1,20066,21284,0,40.166702,8.993912,1000,3,1,1363100277,1363100277,0
UMTS,636,1,1010,32844389,0,38.75358581543,9.0245819091797,1000,12,1,1363166809,1363166809,0
UMTS,636,1,1010,32843759,0,38.75358581543,9.0245819091797,1000,1,1,1363159475,1363159475,0
GSM,636,1,40002,41202,0,38.753929,9.024582,1000,4,1,1363165978,1363165978,0
GSM,636,1,40002,41065,0,38.75358581543,9.0245819091797,1000,2,1,1363162710,1363162710,0
GSM,636,1,40002,41827,0,38.75358581543,9.0245819091797,1000,2,1,1363165858,1363165858,0
UMTS,636,1,1010,32844479,0,38.75358581543,9.0245819091797,1000,1,1,1363166750,1363166750,0
UMTS,636,1,1020,32843999,0,38.759078979492,8.9929962158203,1000,4,1,1363315661,1363315661,0
UMTS,636,1,1020,32844838,0,38.759078979492,8.9929962158203,1000,1,1,1363315721,1363315721,0
GSM,636,1,40002,41193,0,38.746719360352,9.0122222900391,1000,4,1,1363520589,1375842453,0
GSM,636,1,40002,41283,0,38.747063,9.012222,1000,4,1,1363520658,1375842571,0
GSM,636,1,20018,31051,0,39.249258,8.53672,1000,32,1,1363806871,1426561714,0
GSM,636,1,20018,31006,0,39.249069,8.537064,1000,5,1,1363807041,1372251527,0
UMTS,636,1,1020,32845319,0,38.834609985352,9.0149688720703,1000,2,1,1364643391,1364643391,0
UMTS,636,1,1020,32845409,0,38.834609985352,9.0149688720703,1000,1,1,1364643452,1364643452,0
GSM,636,1,40013,48365,0,38.837082,9.017441,1000,5,1,1364663311,1382410239,0
GSM,636,1,20019,35155,0,35.497512817383,9.5066070556641,1000,2,1,1364748095,1364748095,0
GSM,636,1,20075,16410,0,37.053157,5.255992,35951,42,1,1364888640,1379746962,0
GSM,636,1,20021,15019,0,36.833724975586,7.6773834228516,1000,2,1,1365066668,1365066668,0
GSM,636,1,20021,15043,0,36.833724975586,7.6773834228516,1000,3,1,1365066849,1365066849,0
GSM,636,1,20063,25149,0,37.421438,7.927304,1000,74,1,1365158734,1424949256,0
GSM,636,1,40007,45573,0,38.782424926758,9.0026092529297,1000,1,1,1365397992,1365397992,0
GSM,636,1,40007,45577,0,38.782425,9.002266,1000,4,1,1365417852,1374922685,0
GSM,636,1,20016,21994,0,38.590164,7.184372,1000,2,1,1365447456,1433582548,0
GSM,636,1,20024,16528,0,38.473434,7.050476,1000,2,1,1365714878,1430893188,0
UMTS,636,1,1030,32845687,0,38.734359741211,8.9902496337891,1000,2,1,1365818119,1365818119,0
UMTS,636,1,1030,32845690,0,38.734359741211,8.9902496337891,1000,1,1,1365818182,1365818182,0
UMTS,636,1,1010,32843788,0,38.77989,9.059759,1000,13,1,1366119918,1367599023,0
GSM,636,1,40002,41056,0,38.749466,9.019913,1000,5,1,1366261606,1366261606,0
GSM,636,1,40002,41055,0,38.749465942383,9.0190887451172,1000,1,1,1366261381,1366261381,0
GSM,636,1,20047,31678,0,38.947219848633,8.7265777587891,1000,5,1,1366354083,1366354083,0
GSM,636,1,40002,41051,0,38.745346069336,9.0204620361328,1000,1,1,1366374230,1366374230,0
UMTS,636,1,1020,32845089,0,38.763198852539,9.0547943115234,1000,1,1,1366981051,1366981051,0
UMTS,636,1,1020,32844837,0,38.763198852539,9.0547943115234,1000,1,1,1366981169,1366981169,0
UMTS,636,1,1020,32843919,0,38.760452270508,8.9888763427734,1000,8,1,1367060470,1367060470,0
UMTS,636,1,1030,32843927,0,38.739852905273,8.9929962158203,1000,3,1,1367648066,1367648066,0
UMTS,636,1,1020,32844097,0,38.749465942383,9.0067291259766,1000,2,1,1367723636,1367723636,0
UMTS,636,1,1020,32844399,0,38.749465942383,9.0067291259766,1000,1,1,1367723577,1367723577,0
GSM,636,1,20045,21104,0,39.131240844727,8.5823822021484,1000,2,1,1368103102,1368103102,0
UMTS,636,1,1020,32845239,0,38.808517,9.011765,1000,3,1,1368418959,1368418959,0
UMTS,636,1,1020,32845238,0,38.808517456055,9.0108489990234,1000,1,1,1368419023,1368419023,0
UMTS,636,1,1020,32845149,0,38.800277709961,9.0218353271484,1000,2,1,1368425945,1368425945,0
UMTS,636,1,1020,32845148,0,38.800277709961,9.0218353271484,1000,3,1,1368426125,1368426125,0
GSM,636,1,40001,41146,0,38.739852905273,9.0341949462891,1000,1,1,1368622202,1368622202,0
GSM,636,1,20074,33107,0,39.747848510742,11.051559448242,1000,6,1,1369126210,1369126210,0
UMTS,636,1,1020,32845847,0,38.745346069336,8.9490509033203,1000,2,1,1369386796,1369386796,0
UMTS,636,1,1030,32845699,0,38.745346069336,8.9490509033203,1000,1,1,1369386679,1369386679,0
GSM,636,1,20018,11051,0,39.252744,8.536933,1326,21,1,1369428979,1427293232,0
GSM,636,1,20018,11006,0,39.257584,8.539124,1000,2,1,1369429099,1430777905,0
UMTS,636,1,1020,32845328,0,38.807144165039,8.9888763427734,1000,1,1,1369551452,1369551452,0
